"id","created_at","updated_at","amount","metadata","tx_hash","block_number","contract_address","buyer_id","paylink_invoice_id","paylink_reference_id","payment_status","payment_type","referral_system_status","jggl_pack_id","discount_rate","full_amount","atla_pack_id"
580,2025-10-24 11:17:21.317 +0300,2025-10-24 11:17:22.154 +0300,15.000000,"{""buyer"": 7036, ""userId"": 7036, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761293841-e42acb86,0,PAYID,7036,,ATL-1761293841-e42acb86,PENDING,PAYID,0,,0.0000,15.000000,
1040,2025-11-04 18:02:10.941 +0300,2025-11-04 18:02:20.983 +0300,30.000000,"{""buyer"": 24919, ""userId"": 24919, ""amountUSDT"": ""30000000"", ""atlaAmount"": ""2000000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""2.000""}",PAYID-ATL-1762268530-39aaf262,0,PAYID,24919,,ATL-1762268530-39aaf262,COMPLETED,PAYID,1,,0.0000,30.000000,
1079,2025-11-04 18:44:25.979 +0300,2025-11-04 18:44:34.670 +0300,30.000000,"{""buyer"": 24964, ""userId"": 24964, ""amountUSDT"": ""30000000"", ""atlaAmount"": ""2000000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""2.000""}",PAYID-ATL-1762271065-c67d6203,0,PAYID,24964,,ATL-1762271065-c67d6203,COMPLETED,PAYID,1,,0.0000,30.000000,
1156,2025-11-08 11:34:12.000 +0300,2025-11-08 11:35:19.468 +0300,150.000000,"{""buyer"": ""TPDuPFBUJiYMDWouDat21FKkKmNPhH4s7c"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""150000000"", ""contract_name"": ""Purchase""}",f883be7a68574c802b7ba41bdc17b8bd3d0d064f1a48757ebaeb42f8efb90b40,77309870,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,7004,,,COMPLETED,CRYPTO,1,1,0.0000,150.000000,
1158,2025-11-08 14:03:21.000 +0300,2025-11-08 14:04:30.870 +0300,150.000000,"{""buyer"": ""TDcZUqnCK7yrVLkyggv1QaKtHxkxDvrm2a"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""150000000"", ""contract_name"": ""Purchase""}","177eb67d41d7f283889613555f21709fc2469a3aad05e73629c5642ea65c5e1d",77312853,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,2718,,,COMPLETED,CRYPTO,1,1,0.0000,150.000000,
81,2025-10-10 09:36:00.141 +0300,2025-10-10 09:36:00.999 +0300,250.000000,"{""buyer"": 2550, ""userId"": 2550, ""amountUSDT"": ""250000000"", ""atlaAmount"": ""16891000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760078160-21137a7c,0,PAYID,2550,,ATL-1760078160-21137a7c,PENDING,PAYID,0,,0.0000,250.000000,
82,2025-10-10 09:48:56.679 +0300,2025-10-10 09:48:57.511 +0300,100.000000,"{""buyer"": 160, ""userId"": 160, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760078936-3b610700,0,PAYID,160,,ATL-1760078936-3b610700,PENDING,PAYID,0,,0.0500,105.263158,
83,2025-10-10 10:13:02.727 +0300,2025-10-10 10:14:02.597 +0300,100.000000,"{""buyer"": 9, ""userId"": 9, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""6.666""}",PAYID-ATL-1760080382-42f63292,0,PAYID,9,,ATL-1760080382-42f63292,COMPLETED,PAYID,1,,0.0000,100.000000,
84,2025-10-10 10:24:08.054 +0300,2025-10-10 10:24:08.807 +0300,100.000000,"{""buyer"": 9, ""userId"": 9, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760081048-dd63c6d5,0,PAYID,9,,ATL-1760081048-dd63c6d5,PENDING,PAYID,0,,0.0000,100.000000,
85,2025-10-10 10:43:49.114 +0300,2025-10-10 10:43:50.115 +0300,100.000000,"{""buyer"": 2623, ""userId"": 2623, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760082229-5e5e627a,0,PAYID,2623,,ATL-1760082229-5e5e627a,PENDING,PAYID,0,,0.0000,100.000000,
86,2025-10-10 10:44:55.860 +0300,2025-10-10 10:44:56.737 +0300,100.000000,"{""buyer"": 2625, ""userId"": 2625, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760082295-ea77367a,0,PAYID,2625,,ATL-1760082295-ea77367a,PENDING,PAYID,0,,0.0000,100.000000,
87,2025-10-10 10:45:55.666 +0300,2025-10-10 10:45:56.382 +0300,100.000000,"{""buyer"": 2625, ""userId"": 2625, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760082355-add9f56a,0,PAYID,2625,,ATL-1760082355-add9f56a,PENDING,PAYID,0,,0.0000,100.000000,
964,2025-11-01 07:20:06.000 +0300,2025-11-01 07:21:15.285 +0300,148.000000,"{""buyer"": ""TSTwyfZK3HgqqzwE9gvkP2yGAYGK4GeDyj"", ""amountUSDT"": ""148000000"", ""atlaAmount"": ""10000000000000000000"", ""contract_name"": ""PurchaseInfl"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""10""}","645c9fc11f5857cca981107cc76c8cbbabed3b2d505348791d4d8526b18011ef",77103247,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,6407,,,COMPLETED,CRYPTO,1,,0.0000,148.000000,
88,2025-10-10 10:46:03.460 +0300,2025-10-10 10:46:04.191 +0300,100.000000,"{""buyer"": 20, ""userId"": 20, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760082363-26a53954,0,PAYID,20,,ATL-1760082363-26a53954,PENDING,PAYID,0,,0.0000,100.000000,
89,2025-10-10 10:47:08.671 +0300,2025-10-10 10:47:09.445 +0300,100.000000,"{""buyer"": 2625, ""userId"": 2625, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760082428-8d188fac,0,PAYID,2625,,ATL-1760082428-8d188fac,PENDING,PAYID,0,,0.0000,100.000000,
92,2025-10-10 11:51:47.424 +0300,2025-10-10 11:51:48.167 +0300,100.000000,"{""buyer"": 2681, ""userId"": 2681, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760086307-4ac0f35b,0,PAYID,2681,,ATL-1760086307-4ac0f35b,PENDING,PAYID,0,,0.0500,105.263158,
589,2025-10-24 14:36:23.423 +0300,2025-10-24 14:36:24.351 +0300,15.000000,"{""buyer"": 5828, ""userId"": 5828, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761305783-95ef1d0f,0,PAYID,5828,,ATL-1761305783-95ef1d0f,PENDING,PAYID,0,,0.0500,15.789474,
595,2025-10-24 16:06:50.362 +0300,2025-10-24 16:06:51.167 +0300,15.000000,"{""buyer"": 13718, ""userId"": 13718, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761311210-c1430d7f,0,PAYID,13718,,ATL-1761311210-c1430d7f,PENDING,PAYID,0,,0.0000,15.000000,
1043,2025-11-04 18:07:31.808 +0300,2025-11-04 18:07:40.613 +0300,30.000000,"{""buyer"": 24924, ""userId"": 24924, ""amountUSDT"": ""30000000"", ""atlaAmount"": ""2000000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""2.000""}",PAYID-ATL-1762268851-9c93ef9d,0,PAYID,24924,,ATL-1762268851-9c93ef9d,COMPLETED,PAYID,1,,0.0000,30.000000,
965,2025-11-01 07:48:14.984 +0300,2025-11-01 07:48:15.798 +0300,15.000000,"{""buyer"": 213, ""userId"": 213, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761972494-011763b9,0,PAYID,213,,ATL-1761972494-011763b9,PENDING,PAYID,0,,0.0500,15.789474,
1014,2025-11-03 18:51:47.257 +0300,2025-11-03 18:51:48.044 +0300,25.000000,"{""buyer"": 24757, ""userId"": 24757, ""amountUSDT"": ""25000000"", ""atlaAmount"": ""1666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1762185107-9552d351,0,PAYID,24757,,ATL-1762185107-9552d351,PENDING,PAYID,0,,0.0000,25.000000,
1159,2025-11-08 14:47:12.000 +0300,2025-11-08 14:48:18.769 +0300,15.000000,"{""buyer"": ""TDu5KR3wrD99CvYjDHBg6ySnF8k1Uc4ATu"", ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1052000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1.052""}","6594116c5172bea91754b17cbbd84e22c5010ec2837807e6a9f9e69846039456",77313730,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,25587,,,COMPLETED,CRYPTO,1,,0.0000,15.000000,
1080,2025-11-04 18:46:25.779 +0300,2025-11-04 18:46:32.870 +0300,30.000000,"{""buyer"": 24965, ""userId"": 24965, ""amountUSDT"": ""30000000"", ""atlaAmount"": ""2000000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""2.000""}",PAYID-ATL-1762271185-6e0c9f23,0,PAYID,24965,,ATL-1762271185-6e0c9f23,COMPLETED,PAYID,1,,0.0000,30.000000,
599,2025-10-24 17:26:39.844 +0300,2025-10-24 17:26:41.658 +0300,15.000000,"{""buyer"": 687, ""userId"": 687, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761315999-68d37985,0,PAYID,687,,ATL-1761315999-68d37985,PENDING,PAYID,0,,0.0500,15.789474,
1523,2025-11-20 23:57:12.000 +0300,2025-11-20 23:58:48.134 +0300,5000.000000,"{""buyer"": ""TEyaumkULSecHTBoRBsAU6wWCMNoYXeHFj"", ""packId"": ""3"", ""roundId"": ""1"", ""amountUSDT"": ""5000000000"", ""contract_name"": ""Purchase""}","3c93c9b4073029992214dcd44a873e1bc7127ce66fd3f9cd48554ea96ec02f88",77670224,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,144,,,COMPLETED,CRYPTO,1,3,0.0000,5000.000000,
1524,2025-11-21 00:04:08.763 +0300,2025-11-21 00:04:09.524 +0300,10000.000000,"{""buyer"": 26804, ""userId"": 26804, ""amountUSDT"": ""10000000000"", ""atlaAmount"": ""0"", ""fullAmountUSDT"": ""10000000000"", ""payment_method"": ""card""}",PAYID-ATL-1763672648-a9127be6,0,PAYID,26804,,ATL-1763672648-a9127be6,PENDING,PAYID,0,4,0.0000,10000.000000,
93,2025-10-10 12:14:30.736 +0300,2025-10-10 12:14:31.489 +0300,100.000000,"{""buyer"": 401, ""userId"": 401, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760087670-85a1eb7b,0,PAYID,401,,ATL-1760087670-85a1eb7b,PENDING,PAYID,0,,0.0500,105.263158,
94,2025-10-10 12:55:16.582 +0300,2025-10-10 12:55:17.304 +0300,13700.000000,"{""buyer"": 155, ""userId"": 155, ""amountUSDT"": ""13700000000"", ""atlaAmount"": ""1000000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760090116-4e88ddd8,0,PAYID,155,,ATL-1760090116-4e88ddd8,PENDING,PAYID,0,,0.0500,14421.052632,
95,2025-10-10 13:46:31.425 +0300,2025-10-10 13:46:32.183 +0300,100.000000,"{""buyer"": 178, ""userId"": 178, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760093191-7a0bfc64,0,PAYID,178,,ATL-1760093191-7a0bfc64,PENDING,PAYID,0,,0.0500,105.263158,
96,2025-10-10 14:31:09.769 +0300,2025-10-10 14:31:10.548 +0300,100.000000,"{""buyer"": 820, ""userId"": 820, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760095869-2bdbe117,0,PAYID,820,,ATL-1760095869-2bdbe117,PENDING,PAYID,0,,0.0500,105.263158,
97,2025-10-10 15:41:17.469 +0300,2025-10-10 15:41:18.179 +0300,100.000000,"{""buyer"": 2839, ""userId"": 2839, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760100077-fe2dd995,0,PAYID,2839,,ATL-1760100077-fe2dd995,PENDING,PAYID,0,,0.0000,100.000000,
98,2025-10-10 16:19:36.520 +0300,2025-10-10 16:19:37.248 +0300,100.000000,"{""buyer"": 698, ""userId"": 698, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760102376-d0af0b18,0,PAYID,698,,ATL-1760102376-d0af0b18,PENDING,PAYID,0,,0.0500,105.263158,
99,2025-10-10 16:29:07.472 +0300,2025-10-10 16:29:08.232 +0300,100.000000,"{""buyer"": 2853, ""userId"": 2853, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760102947-0ab3db6a,0,PAYID,2853,,ATL-1760102947-0ab3db6a,PENDING,PAYID,0,,0.0000,100.000000,
100,2025-10-10 16:29:26.770 +0300,2025-10-10 16:29:27.492 +0300,100.000000,"{""buyer"": 2853, ""userId"": 2853, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760102966-b2e7b6de,0,PAYID,2853,,ATL-1760102966-b2e7b6de,PENDING,PAYID,0,,0.0000,100.000000,
101,2025-10-10 17:08:43.352 +0300,2025-10-10 17:08:44.071 +0300,100.000000,"{""buyer"": 2407, ""userId"": 2407, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760105323-81ce4700,0,PAYID,2407,,ATL-1760105323-81ce4700,PENDING,PAYID,0,,0.0500,105.263158,
102,2025-10-10 17:27:29.935 +0300,2025-10-10 17:27:30.645 +0300,100.000000,"{""buyer"": 1519, ""userId"": 1519, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760106449-66dff7bb,0,PAYID,1519,,ATL-1760106449-66dff7bb,PENDING,PAYID,0,,0.0000,100.000000,
135,2025-10-10 17:48:03.795 +0300,2025-10-10 17:48:04.537 +0300,100.000000,"{""buyer"": 2435, ""userId"": 2435, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760107683-c963cfab,0,PAYID,2435,,ATL-1760107683-c963cfab,PENDING,PAYID,0,,0.0500,105.263158,
600,2025-10-24 17:26:48.692 +0300,2025-10-24 17:26:49.530 +0300,15.000000,"{""buyer"": 2037, ""userId"": 2037, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761316008-4c25c6ec,0,PAYID,2037,,ATL-1761316008-4c25c6ec,PENDING,PAYID,0,,0.0500,15.789474,
601,2025-10-24 17:27:14.803 +0300,2025-10-24 17:27:15.599 +0300,15.000000,"{""buyer"": 687, ""userId"": 687, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761316034-967a5d30,0,PAYID,687,,ATL-1761316034-967a5d30,PENDING,PAYID,0,,0.0500,15.789474,
1525,2025-11-21 00:18:12.000 +0300,2025-11-21 00:19:18.408 +0300,150.000000,"{""buyer"": ""TChY2dz9zjDiVtd7cB297VV2XNpDRu7Ddr"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""150000000"", ""contract_name"": ""Purchase""}","3d8b8730b716e43c116f2ed29fc7db0b66c5349f0fde094bcfd3723551362ac4",77670644,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,26662,,,COMPLETED,CRYPTO,1,1,0.0000,150.000000,
966,2025-11-01 09:23:10.445 +0300,2025-11-01 09:23:11.270 +0300,16.000000,"{""buyer"": 2382, ""userId"": 2382, ""amountUSDT"": ""16000000"", ""atlaAmount"": ""1066000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761978190-83913c58,0,PAYID,2382,,ATL-1761978190-83913c58,PENDING,PAYID,0,,0.0500,16.842105,
137,2025-10-10 18:04:12.000 +0300,2025-10-10 18:05:25.079 +0300,100.000000,"{""buyer"": ""TRXLQQsJDCgYcgwv6M8MDaTQd47WrJwy1X"", ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""6.666""}","9cba080ce07eedfd34bcf2c2192eec2b9a29ce3c46de3311426002f0d7627019",76482704,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,2681,,,COMPLETED,CRYPTO,1,,0.0500,105.263158,
139,2025-10-10 20:12:30.000 +0300,2025-10-10 20:13:35.594 +0300,148.000000,"{""buyer"": ""TC3GKLhGHVZMM6odUCqCffzcL6huyaHKBW"", ""amountUSDT"": ""148000000"", ""atlaAmount"": ""10000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""10""}","9266e167f9d3756b456dcd1167a9f621c2901d71115f2a90e909747bfc04cbe5",76485270,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,3040,,,COMPLETED,CRYPTO,1,,0.0500,155.789474,
136,2025-10-10 17:55:22.404 +0300,2025-10-10 17:55:23.159 +0300,100.000000,"{""buyer"": 2945, ""userId"": 2945, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760108122-badff450,0,PAYID,2945,,ATL-1760108122-badff450,PENDING,PAYID,0,,0.0000,100.000000,
138,2025-10-10 19:16:58.537 +0300,2025-10-10 19:16:59.346 +0300,110.000000,"{""buyer"": 2407, ""userId"": 2407, ""amountUSDT"": ""110000000"", ""atlaAmount"": ""7333000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760113018-cee25bd7,0,PAYID,2407,,ATL-1760113018-cee25bd7,PENDING,PAYID,0,,0.0500,115.789474,
143,2025-10-11 14:28:24.000 +0300,2025-10-11 14:29:29.995 +0300,100.000000,"{""buyer"": ""TAhCRUDCAyb7bab8sVWe3NefEsJVQ1QAjE"", ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""6.666""}","14e8e841b685d662f568d85f7f86bd0d1b28a8d31f0982dfeb26f5b19596a2c8",76507182,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,3285,,,COMPLETED,CRYPTO,1,,0.0500,105.263158,
140,2025-10-10 22:27:42.520 +0300,2025-10-10 22:27:43.295 +0300,1500.000000,"{""buyer"": 3035, ""userId"": 3035, ""amountUSDT"": ""1500000000"", ""atlaAmount"": ""104895000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760124462-afadc680,0,PAYID,3035,,ATL-1760124462-afadc680,PENDING,PAYID,0,,0.0000,1500.000000,
141,2025-10-11 07:57:52.569 +0300,2025-10-11 07:57:53.431 +0300,100.000000,"{""buyer"": 3208, ""userId"": 3208, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760158672-95aa6423,0,PAYID,3208,,ATL-1760158672-95aa6423,PENDING,PAYID,0,,0.0000,100.000000,
142,2025-10-11 12:08:32.267 +0300,2025-10-11 12:08:33.033 +0300,400.000000,"{""buyer"": 1276, ""userId"": 1276, ""amountUSDT"": ""400000000"", ""atlaAmount"": ""27027000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760173712-04159868,0,PAYID,1276,,ATL-1760173712-04159868,PENDING,PAYID,0,,0.0500,421.052632,
1081,2025-11-04 22:28:48.000 +0300,2025-11-04 22:29:51.951 +0300,1.000000,"{""buyer"": ""TYAKRKcSPBd9FVeti5gTvXfRbkuqng1bjt"", ""amountUSDT"": ""1000000"", ""atlaAmount"": ""70000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""0.07""}",de6b8767b5b4b07b13797760c5daee9c6dd8ae18706cd2178bbe71a1b549e41a,77207790,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,4936,,,COMPLETED,CRYPTO,1,,0.0000,1.000000,
145,2025-10-11 18:01:42.000 +0300,2025-10-11 18:02:50.734 +0300,15.000000,"{""buyer"": ""TCjMKP6LH3UKaGoV91Mq7oJ3cBNzswdk32"", ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1""}",cfc3e1c35f1042d3f1ab38a2677b8708d55f7a32925cb37a2406a0b769007dc4,76511446,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,3339,,,COMPLETED,CRYPTO,1,,0.0500,15.789474,
146,2025-10-11 22:45:15.000 +0300,2025-10-11 22:46:24.385 +0300,117.000000,"{""buyer"": ""TVTAMUfEtpXczjM71JvQrtqdVvNTpfN5Yv"", ""amountUSDT"": ""117000000"", ""atlaAmount"": ""7800000000000000000"", ""contract_name"": ""PurchaseInfl"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""7.8""}","370e983347e978f6bfe3b1ee0380507e7ce3d1d7d516b8c653449d6ed2a92a66",76517115,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,1725,,,COMPLETED,CRYPTO,1,,0.0500,123.157895,
649,2025-10-24 23:03:29.297 +0300,2025-10-24 23:03:30.072 +0300,100.000000,"{""buyer"": 14774, ""userId"": 14774, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1761336209-2b61d986,0,PAYID,14774,,ATL-1761336209-2b61d986,PENDING,PAYID,0,,0.0000,100.000000,
147,2025-10-11 23:49:27.000 +0300,2025-10-11 23:50:33.219 +0300,15.000000,"{""buyer"": ""TLjK283VqxuwR7E6eWeGVQsEAtZjDMoKpy"", ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1""}","3213b3d744324ab1b83526fb9cb0176cee9f47eae79903234f4174882a685f47",76518399,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,3304,,,COMPLETED,CRYPTO,1,,0.0500,15.789474,
148,2025-10-12 05:35:21.000 +0300,2025-10-12 05:36:34.410 +0300,15.000000,"{""buyer"": ""TMUBTwfbWJTCSX6sGB7h1yV5LUTGFdP2hi"", ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1""}",e588933f68c651c7d26770206d710f5174d36f77d69f7e32e9c9e76d16d748ab,76525315,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,3494,,,COMPLETED,CRYPTO,1,,0.0500,15.789474,
1044,2025-11-04 18:07:39.681 +0300,2025-11-04 18:07:51.180 +0300,30.000000,"{""buyer"": 24923, ""userId"": 24923, ""amountUSDT"": ""30000000"", ""atlaAmount"": ""2000000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""2.000""}",PAYID-ATL-1762268859-b13c383a,0,PAYID,24923,,ATL-1762268859-b13c383a,COMPLETED,PAYID,1,,0.0000,30.000000,
1160,2025-11-08 15:26:00.651 +0300,2025-11-08 15:26:01.491 +0300,30.000000,"{""buyer"": 25603, ""userId"": 25603, ""amountUSDT"": ""30000000"", ""atlaAmount"": ""2105000000000000000.000"", ""fullAmountUSDT"": ""31578947.36842105263157894737"", ""payment_method"": ""card""}",PAYID-ATL-1762604760-8b0edd22,0,PAYID,25603,,ATL-1762604760-8b0edd22,PENDING,PAYID,0,,0.0500,31.578947,
144,2025-10-11 17:27:47.811 +0300,2025-10-11 17:29:15.266 +0300,15.000000,"{""buyer"": 3092, ""userId"": 3092, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1.000""}",PAYID-ATL-1760192867-09d6303e,0,PAYID,3092,,ATL-1760192867-09d6303e,COMPLETED,PAYID,1,,0.0000,15.000000,
1015,2025-11-03 20:50:03.000 +0300,2025-11-03 20:51:10.715 +0300,2860.399894,"{""buyer"": ""TYSXKFCg6dBbDgNYXMPfHiabDYjx6hdwVc"", ""amountUSDT"": ""2860399894"", ""atlaAmount"": ""200027000000000000000"", ""contract_name"": ""PurchaseInfl"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""200.027""}","30bba6a125081d169f2835391e473715ebfc2079cdc8540fab3069fef044340d",77177025,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,6110,,,COMPLETED,CRYPTO,1,,0.0000,2860.399894,
1161,2025-11-08 17:20:40.851 +0300,2025-11-08 17:20:41.751 +0300,150.000000,"{""buyer"": 2252, ""userId"": 2252, ""amountUSDT"": ""150000000"", ""atlaAmount"": ""0"", ""fullAmountUSDT"": ""150000000"", ""payment_method"": ""card""}",PAYID-ATL-1762611640-94ced91c,0,PAYID,2252,,ATL-1762611640-94ced91c,PENDING,PAYID,0,1,0.0000,150.000000,
149,2025-10-12 11:23:36.000 +0300,2025-10-12 11:24:45.956 +0300,148.000000,"{""buyer"": ""TCjZDVX4Lv6mbH8YYBL8mtxDvL1ExWTwsD"", ""amountUSDT"": ""148000000"", ""atlaAmount"": ""10000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""10""}",f7b099202d46c3ac6e06f5588603128c1be3210c614528b542a00c8e87ee54cc,76532278,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,3562,,,COMPLETED,CRYPTO,1,,0.0500,155.789474,
